,App,SHA,TestFilePath,ModifyClassAnnotation,isModifyClassAnnotation,prediction
195,opencb/opencga,d515b60e1e7110b62a6b4d067f4bf703848d8f19,org/opencb/opencga/analysis/individual/qc/IndividualQcUtilsTest.java,0.0,False,False
196,opencb/opencga,d515b60e1e7110b62a6b4d067f4bf703848d8f19,org/opencb/opencga/analysis/rga/RgaEngineTest.java,0.0,False,False
197,opencb/opencga,d515b60e1e7110b62a6b4d067f4bf703848d8f19,org/opencb/opencga/analysis/rga/RgaManagerTest.java,0.0,False,False
218,opencb/opencga,d515b60e1e7110b62a6b4d067f4bf703848d8f19,org/opencb/opencga/catalog/db/mongodb/IndividualMongoDBAdaptorTest.java,0.0,False,False
220,opencb/opencga,d515b60e1e7110b62a6b4d067f4bf703848d8f19,org/opencb/opencga/catalog/db/mongodb/MetaMongoDBAdaptorTest.java,0.0,False,False
221,opencb/opencga,d515b60e1e7110b62a6b4d067f4bf703848d8f19,org/opencb/opencga/catalog/db/mongodb/MongoDBAdaptorTest.java,0.0,False,False
247,opencb/opencga,d515b60e1e7110b62a6b4d067f4bf703848d8f19,org/opencb/opencga/catalog/db/mongodb/converters/CatalogSampleToSolrSampleConverterTest.java,0.0,False,False
254,opencb/opencga,d515b60e1e7110b62a6b4d067f4bf703848d8f19,org/opencb/opencga/catalog/utils/FqnUtilsTest.java,0.0,False,False
273,opencb/opencga,d515b60e1e7110b62a6b4d067f4bf703848d8f19,org/opencb/opencga/master/monitor/executors/LocalExecutorTest.java,0.0,False,False
301,opencb/opencga,dfd74656fe9f998ff19be16d5b02d142ed88a3f1,org/opencb/opencga/analysis/variant/manager/operations/VariantFileIndexerOperationManagerTest.java,0.0,False,False
312,opencb/opencga,dfd74656fe9f998ff19be16d5b02d142ed88a3f1,org/opencb/opencga/catalog/db/mongodb/AuthorizationMongoDBAdaptorTest.java,0.0,False,False
330,opencb/opencga,dfd74656fe9f998ff19be16d5b02d142ed88a3f1,org/opencb/opencga/catalog/managers/FileManagerTest.java,0.0,False,False
338,opencb/opencga,dfd74656fe9f998ff19be16d5b02d142ed88a3f1,org/opencb/opencga/catalog/migration/MigrationManagerTest.java,0.0,False,False
346,opencb/opencga,dfd74656fe9f998ff19be16d5b02d142ed88a3f1,org/opencb/opencga/catalog/utils/AvroToAnnotationConverterTest.java,0.0,False,False
348,opencb/opencga,dfd74656fe9f998ff19be16d5b02d142ed88a3f1,org/opencb/opencga/catalog/utils/FileMetadataReaderTest.java,0.0,False,False
355,opencb/opencga,dfd74656fe9f998ff19be16d5b02d142ed88a3f1,org/opencb/opencga/client/config/ClientConfigurationTest.java,0.0,False,False
361,opencb/opencga,dfd74656fe9f998ff19be16d5b02d142ed88a3f1,org/opencb/opencga/core/common/UriUtilsTest.java,0.0,False,False
379,opencb/opencga,dfd74656fe9f998ff19be16d5b02d142ed88a3f1,org/opencb/opencga/server/rest/StudyWSServerTest.java,0.0,False,False
404,opencb/opencga,6137680dd01c58e201059cfd9e8b430088e1da3a,org/opencb/opencga/app/migrations/v2_2_0/storage/UpdateSampleIndexStatusTest.java,0.0,False,False
405,opencb/opencga,6137680dd01c58e201059cfd9e8b430088e1da3a,org/opencb/opencga/catalog/auth/authorization/AuthorizationManagerTest.java,0.0,False,False
417,opencb/opencga,6137680dd01c58e201059cfd9e8b430088e1da3a,org/opencb/opencga/catalog/db/mongodb/SampleMongoDBAdaptorTest.java,0.0,False,False
426,opencb/opencga,6137680dd01c58e201059cfd9e8b430088e1da3a,org/opencb/opencga/catalog/managers/FileManagerTest.java,0.0,False,False
432,opencb/opencga,6137680dd01c58e201059cfd9e8b430088e1da3a,org/opencb/opencga/catalog/managers/SampleManagerTest.java,0.0,False,False
434,opencb/opencga,6137680dd01c58e201059cfd9e8b430088e1da3a,org/opencb/opencga/catalog/migration/MigrationManagerTest.java,0.0,False,False
436,opencb/opencga,6137680dd01c58e201059cfd9e8b430088e1da3a,org/opencb/opencga/catalog/db/mongodb/converters/CatalogFamilyToSolrFamilyConverterTest.java,0.0,False,False
451,opencb/opencga,6137680dd01c58e201059cfd9e8b430088e1da3a,org/opencb/opencga/client/config/ClientConfigurationTest.java,0.0,False,False
457,opencb/opencga,6137680dd01c58e201059cfd9e8b430088e1da3a,org/opencb/opencga/core/common/UriUtilsTest.java,0.0,False,False
469,opencb/opencga,6137680dd01c58e201059cfd9e8b430088e1da3a,org/opencb/opencga/server/rest/FileWSServerTest.java,0.0,False,False
483,opencb/opencga,dd2362e33bf416f5847ff1080a2c2ae6e069f045,org/opencb/opencga/analysis/individual/qc/IndividualQcUtilsTest.java,0.0,False,False
493,opencb/opencga,dd2362e33bf416f5847ff1080a2c2ae6e069f045,org/opencb/opencga/analysis/variant/manager/operations/VariantFileIndexerOperationManagerTest.java,0.0,False,False
516,opencb/opencga,dd2362e33bf416f5847ff1080a2c2ae6e069f045,org/opencb/opencga/catalog/io/CatalogIOManagerTest.java,0.0,False,False
519,opencb/opencga,dd2362e33bf416f5847ff1080a2c2ae6e069f045,org/opencb/opencga/catalog/managers/CatalogManagerTest.java,0.0,False,False
522,opencb/opencga,dd2362e33bf416f5847ff1080a2c2ae6e069f045,org/opencb/opencga/catalog/managers/FileManagerTest.java,0.0,False,False
527,opencb/opencga,dd2362e33bf416f5847ff1080a2c2ae6e069f045,org/opencb/opencga/catalog/managers/ProjectManagerTest.java,0.0,False,False
578,opencb/opencga,6cb36cd46a226e153815d8898344c99394d498e6,org/opencb/opencga/analysis/file/PostLinkSampleAssociationTest.java,0.0,False,False
585,opencb/opencga,6cb36cd46a226e153815d8898344c99394d498e6,org/opencb/opencga/analysis/tools/ToolFactoryTest.java,0.0,False,False
587,opencb/opencga,6cb36cd46a226e153815d8898344c99394d498e6,org/opencb/opencga/analysis/variant/manager/VariantCatalogQueryUtilsTest.java,0.0,False,False
591,opencb/opencga,6cb36cd46a226e153815d8898344c99394d498e6,org/opencb/opencga/analysis/variant/samples/SampleEligibilityAnalysisTest.java,0.0,False,False
596,opencb/opencga,6cb36cd46a226e153815d8898344c99394d498e6,org/opencb/opencga/app/migrations/v2_2_0/storage/UpdateSampleIndexStatusTest.java,0.0,False,False
597,opencb/opencga,6cb36cd46a226e153815d8898344c99394d498e6,org/opencb/opencga/catalog/auth/authorization/AuthorizationManagerTest.java,0.0,False,False
598,opencb/opencga,6cb36cd46a226e153815d8898344c99394d498e6,org/opencb/opencga/catalog/auth/authorization/CatalogAuthorizationManagerTest.java,0.0,False,False
615,opencb/opencga,6cb36cd46a226e153815d8898344c99394d498e6,org/opencb/opencga/catalog/managers/CatalogManagerTest.java,0.0,False,False
626,opencb/opencga,6cb36cd46a226e153815d8898344c99394d498e6,org/opencb/opencga/catalog/migration/MigrationManagerTest.java,0.0,False,False
645,opencb/opencga,6cb36cd46a226e153815d8898344c99394d498e6,org/opencb/opencga/client/rest/UserClientTest.java,0.0,False,False
652,opencb/opencga,6cb36cd46a226e153815d8898344c99394d498e6,org/opencb/opencga/core/config/storage/IndexFieldConfigurationTest.java,0.0,False,False
656,opencb/opencga,6cb36cd46a226e153815d8898344c99394d498e6,org/opencb/opencga/master/monitor/executors/K8SExecutorTest.java,0.0,False,False
663,opencb/opencga,6cb36cd46a226e153815d8898344c99394d498e6,org/opencb/opencga/server/rest/JobWSServerTest.java,0.0,False,False
684,opencb/opencga,d815d8272722807b88cab6c58bbd250a72877b65,org/opencb/opencga/analysis/variant/manager/VariantStorageManagerTest.java,0.0,False,False
690,opencb/opencga,d815d8272722807b88cab6c58bbd250a72877b65,org/opencb/opencga/app/cli/analysis/VariantQueryCommandUtilsTest.java,0.0,False,False
718,opencb/opencga,d815d8272722807b88cab6c58bbd250a72877b65,org/opencb/opencga/catalog/managers/PanelManagerTest.java,0.0,False,False
723,opencb/opencga,d815d8272722807b88cab6c58bbd250a72877b65,org/opencb/opencga/catalog/db/mongodb/converters/CatalogCohortToSolrCohortConverterTest.java,0.0,False,False
751,opencb/opencga,d815d8272722807b88cab6c58bbd250a72877b65,org/opencb/opencga/master/monitor/daemons/ExecutionDaemonTest.java,0.0,False,False
753,opencb/opencga,d815d8272722807b88cab6c58bbd250a72877b65,org/opencb/opencga/master/monitor/executors/LocalExecutorTest.java,0.0,False,False
754,opencb/opencga,d815d8272722807b88cab6c58bbd250a72877b65,org/opencb/opencga/master/monitor/models/PrivateJobUpdateParamsTest.java,0.0,False,False
770,opencb/opencga,81a2a09ad5e7fa50f83c9c7fc447e19974ec1b7a,org/opencb/opencga/analysis/file/PostLinkSampleAssociationTest.java,0.0,False,False
775,opencb/opencga,81a2a09ad5e7fa50f83c9c7fc447e19974ec1b7a,org/opencb/opencga/analysis/rga/RgaUtilsTest.java,0.0,False,False
779,opencb/opencga,81a2a09ad5e7fa50f83c9c7fc447e19974ec1b7a,org/opencb/opencga/analysis/variant/manager/VariantCatalogQueryUtilsTest.java,0.0,False,False
792,opencb/opencga,81a2a09ad5e7fa50f83c9c7fc447e19974ec1b7a,org/opencb/opencga/catalog/db/mongodb/AuthorizationMongoDBAdaptorTest.java,0.0,False,False
803,opencb/opencga,81a2a09ad5e7fa50f83c9c7fc447e19974ec1b7a,org/opencb/opencga/catalog/db/mongodb/UserMongoDBAdaptorTest.java,0.0,False,False
807,opencb/opencga,81a2a09ad5e7fa50f83c9c7fc447e19974ec1b7a,org/opencb/opencga/catalog/managers/CatalogManagerTest.java,0.0,False,False
816,opencb/opencga,81a2a09ad5e7fa50f83c9c7fc447e19974ec1b7a,org/opencb/opencga/catalog/managers/SampleManagerTest.java,0.0,False,False
820,opencb/opencga,81a2a09ad5e7fa50f83c9c7fc447e19974ec1b7a,org/opencb/opencga/catalog/db/mongodb/converters/CatalogFamilyToSolrFamilyConverterTest.java,0.0,False,False
829,opencb/opencga,81a2a09ad5e7fa50f83c9c7fc447e19974ec1b7a,org/opencb/opencga/catalog/utils/FileScannerTest.java,0.0,False,False
868,opencb/opencga,22947946c82eca7223b94ebcc1fdb1f7a250641e,org/opencb/opencga/analysis/rga/RgaManagerTest.java,0.0,False,False
908,opencb/opencga,22947946c82eca7223b94ebcc1fdb1f7a250641e,org/opencb/opencga/catalog/managers/MailManagerTest.java,0.0,False,False
913,opencb/opencga,22947946c82eca7223b94ebcc1fdb1f7a250641e,org/opencb/opencga/catalog/migration/MigrationManagerTest.java,0.0,False,False
916,opencb/opencga,22947946c82eca7223b94ebcc1fdb1f7a250641e,org/opencb/opencga/catalog/db/mongodb/converters/CatalogFileToSolrFileConverterTest.java,0.0,False,False
921,opencb/opencga,22947946c82eca7223b94ebcc1fdb1f7a250641e,org/opencb/opencga/catalog/utils/AvroToAnnotationConverterTest.java,0.0,False,False
929,opencb/opencga,22947946c82eca7223b94ebcc1fdb1f7a250641e,org/opencb/opencga/catalog/utils/UuidUtilsTest.java,0.0,False,False
937,opencb/opencga,22947946c82eca7223b94ebcc1fdb1f7a250641e,org/opencb/opencga/core/common/VersionUtilsTest.java,0.0,False,False
938,opencb/opencga,22947946c82eca7223b94ebcc1fdb1f7a250641e,org/opencb/opencga/core/config/ConfigurationTest.java,0.0,False,False
954,opencb/opencga,22947946c82eca7223b94ebcc1fdb1f7a250641e,org/opencb/opencga/server/rest/StudyWSServerTest.java,0.0,False,False
973,opencb/opencga,d6284f2dd87e0a20b27fe53cb1db481f53caa4d0,org/opencb/opencga/analysis/variant/metadata/CatalogStorageMetadataSynchronizerTest.java,0.0,False,False
979,opencb/opencga,d6284f2dd87e0a20b27fe53cb1db481f53caa4d0,org/opencb/opencga/app/migrations/v2_2_0/storage/UpdateSampleIndexStatusTest.java,0.0,False,False
992,opencb/opencga,d6284f2dd87e0a20b27fe53cb1db481f53caa4d0,org/opencb/opencga/catalog/db/mongodb/SampleMongoDBAdaptorTest.java,0.0,False,False
996,opencb/opencga,d6284f2dd87e0a20b27fe53cb1db481f53caa4d0,org/opencb/opencga/catalog/io/PosixIOManagerTest.java,0.0,False,False
997,opencb/opencga,d6284f2dd87e0a20b27fe53cb1db481f53caa4d0,org/opencb/opencga/catalog/managers/AbstractManagerTest.java,0.0,False,False
1000,opencb/opencga,d6284f2dd87e0a20b27fe53cb1db481f53caa4d0,org/opencb/opencga/catalog/managers/FamilyManagerTest.java,0.0,False,False
1001,opencb/opencga,d6284f2dd87e0a20b27fe53cb1db481f53caa4d0,org/opencb/opencga/catalog/managers/FileManagerTest.java,0.0,False,False
1008,opencb/opencga,d6284f2dd87e0a20b27fe53cb1db481f53caa4d0,org/opencb/opencga/catalog/managers/StudyManagerTest.java,0.0,False,False
1015,opencb/opencga,d6284f2dd87e0a20b27fe53cb1db481f53caa4d0,org/opencb/opencga/templates/TemplateEntryIteratorTest.java,0.0,False,False
1051,opencb/opencga,d6284f2dd87e0a20b27fe53cb1db481f53caa4d0,org/opencb/opencga/server/rest/analysis/VariantWebServiceTest.java,0.0,False,False
1054,opencb/opencga,bc71712ed13a43a2cb08f778288a34ef6dbbef34,org/opencb/opencga/analysis/clinical/ClinicalUtilsTest.java,0.0,False,False
1068,opencb/opencga,bc71712ed13a43a2cb08f778288a34ef6dbbef34,org/opencb/opencga/analysis/variant/metadata/CatalogStorageMetadataSynchronizerTest.java,0.0,False,False
1085,opencb/opencga,bc71712ed13a43a2cb08f778288a34ef6dbbef34,org/opencb/opencga/catalog/db/mongodb/PanelMongoDBAdaptorTest.java,0.0,False,False
1102,opencb/opencga,bc71712ed13a43a2cb08f778288a34ef6dbbef34,org/opencb/opencga/catalog/managers/SampleManagerTest.java,0.0,False,False
1103,opencb/opencga,bc71712ed13a43a2cb08f778288a34ef6dbbef34,org/opencb/opencga/catalog/managers/StudyManagerTest.java,0.0,False,False
1104,opencb/opencga,bc71712ed13a43a2cb08f778288a34ef6dbbef34,org/opencb/opencga/catalog/migration/MigrationManagerTest.java,0.0,False,False
1122,opencb/opencga,bc71712ed13a43a2cb08f778288a34ef6dbbef34,org/opencb/opencga/client/rest/OpenCGAClientTest.java,0.0,False,False
1147,opencb/opencga,bc71712ed13a43a2cb08f778288a34ef6dbbef34,org/opencb/opencga/test/manager/LocalDatasetExecutorTest.java,0.0,False,False
1153,opencb/opencga,6ddbc40c44a48a467ceea74bfabfec501670dc36,org/opencb/opencga/analysis/rga/RgaEngineTest.java,0.0,False,False
1174,opencb/opencga,6ddbc40c44a48a467ceea74bfabfec501670dc36,org/opencb/opencga/catalog/db/mongodb/FileMongoDBAdaptorTest.java,0.0,False,False
1182,opencb/opencga,6ddbc40c44a48a467ceea74bfabfec501670dc36,org/opencb/opencga/catalog/db/mongodb/SampleMongoDBAdaptorTest.java,0.0,False,False
1183,opencb/opencga,6ddbc40c44a48a467ceea74bfabfec501670dc36,org/opencb/opencga/catalog/db/mongodb/StudyMongoDBAdaptorTest.java,0.0,False,False
1187,opencb/opencga,6ddbc40c44a48a467ceea74bfabfec501670dc36,org/opencb/opencga/catalog/managers/AbstractManagerTest.java,0.0,False,False
1192,opencb/opencga,6ddbc40c44a48a467ceea74bfabfec501670dc36,org/opencb/opencga/catalog/managers/IndividualManagerTest.java,0.0,False,False
1200,opencb/opencga,6ddbc40c44a48a467ceea74bfabfec501670dc36,org/opencb/opencga/catalog/db/mongodb/converters/CatalogCohortToSolrCohortConverterTest.java,0.0,False,False
1203,opencb/opencga,6ddbc40c44a48a467ceea74bfabfec501670dc36,org/opencb/opencga/catalog/db/mongodb/converters/CatalogIndividualToSolrIndividualConverterTest.java,0.0,False,False
1216,opencb/opencga,6ddbc40c44a48a467ceea74bfabfec501670dc36,org/opencb/opencga/client/config/ClientConfigurationTest.java,0.0,False,False
1221,opencb/opencga,6ddbc40c44a48a467ceea74bfabfec501670dc36,org/opencb/opencga/core/common/IOUtilsTest.java,0.0,False,False
1234,opencb/opencga,6ddbc40c44a48a467ceea74bfabfec501670dc36,org/opencb/opencga/server/generator/writers/ParentClientRestApiWriterTest.java,0.0,False,False
1236,opencb/opencga,6ddbc40c44a48a467ceea74bfabfec501670dc36,org/opencb/opencga/server/rest/IndividualWSServerTest.java,0.0,False,False
1247,opencb/opencga,b27081bfcd88ed8c1fbc9c7c990386f2a74d5e64,org/opencb/opencga/analysis/clinical/exomiser/ExomiserInterpretationAnalysisTest.java,0.0,False,False
1248,opencb/opencga,b27081bfcd88ed8c1fbc9c7c990386f2a74d5e64,org/opencb/opencga/analysis/file/PostLinkSampleAssociationTest.java,0.0,False,False
1252,opencb/opencga,b27081bfcd88ed8c1fbc9c7c990386f2a74d5e64,org/opencb/opencga/analysis/rga/RgaQueryParserTest.java,0.0,False,False
1260,opencb/opencga,b27081bfcd88ed8c1fbc9c7c990386f2a74d5e64,org/opencb/opencga/analysis/variant/metadata/CatalogStorageMetadataSynchronizerTest.java,0.0,False,False
1263,opencb/opencga,b27081bfcd88ed8c1fbc9c7c990386f2a74d5e64,org/opencb/opencga/analysis/variant/samples/VariantQueryOptimizerTest.java,0.0,False,False
1267,opencb/opencga,b27081bfcd88ed8c1fbc9c7c990386f2a74d5e64,org/opencb/opencga/catalog/auth/authorization/AuthorizationManagerTest.java,0.0,False,False
1274,opencb/opencga,b27081bfcd88ed8c1fbc9c7c990386f2a74d5e64,org/opencb/opencga/catalog/db/mongodb/MetaMongoDBAdaptorTest.java,0.0,False,False
1285,opencb/opencga,b27081bfcd88ed8c1fbc9c7c990386f2a74d5e64,org/opencb/opencga/catalog/managers/CatalogManagerTest.java,0.0,False,False
1289,opencb/opencga,b27081bfcd88ed8c1fbc9c7c990386f2a74d5e64,org/opencb/opencga/catalog/managers/IndividualManagerTest.java,0.0,False,False
1308,opencb/opencga,b27081bfcd88ed8c1fbc9c7c990386f2a74d5e64,org/opencb/opencga/catalog/utils/InterpretationUtilsTest.java,0.0,False,False
1316,opencb/opencga,b27081bfcd88ed8c1fbc9c7c990386f2a74d5e64,org/opencb/opencga/client/rest/UserClientTest.java,0.0,False,False
1331,opencb/opencga,b27081bfcd88ed8c1fbc9c7c990386f2a74d5e64,org/opencb/opencga/server/rest/FileWSServerTest.java,0.0,False,False
1344,opencb/opencga,a98cc7b54b4e3c8c2571f7324f5ce520345871ac,org/opencb/opencga/analysis/file/PostLinkSampleAssociationTest.java,0.0,False,False
1347,opencb/opencga,a98cc7b54b4e3c8c2571f7324f5ce520345871ac,org/opencb/opencga/analysis/rga/RgaManagerTest.java,0.0,False,False
1363,opencb/opencga,a98cc7b54b4e3c8c2571f7324f5ce520345871ac,org/opencb/opencga/catalog/auth/authorization/AuthorizationManagerTest.java,0.0,False,False
1365,opencb/opencga,a98cc7b54b4e3c8c2571f7324f5ce520345871ac,org/opencb/opencga/catalog/db/mongodb/AuditMongoDBAdaptorTest.java,0.0,False,False
1366,opencb/opencga,a98cc7b54b4e3c8c2571f7324f5ce520345871ac,org/opencb/opencga/catalog/db/mongodb/AuthorizationMongoDBAdaptorTest.java,0.0,False,False
1385,opencb/opencga,a98cc7b54b4e3c8c2571f7324f5ce520345871ac,org/opencb/opencga/catalog/managers/IndividualManagerTest.java,0.0,False,False
1386,opencb/opencga,a98cc7b54b4e3c8c2571f7324f5ce520345871ac,org/opencb/opencga/catalog/managers/InterpretationManagerTest.java,0.0,False,False
1397,opencb/opencga,a98cc7b54b4e3c8c2571f7324f5ce520345871ac,org/opencb/opencga/catalog/db/mongodb/converters/CatalogSampleToSolrSampleConverterTest.java,0.0,False,False
1406,opencb/opencga,a98cc7b54b4e3c8c2571f7324f5ce520345871ac,org/opencb/opencga/catalog/utils/ParamUtilsTest.java,0.0,False,False
1430,opencb/opencga,a98cc7b54b4e3c8c2571f7324f5ce520345871ac,org/opencb/opencga/server/rest/OpenCGAWSServerTest.java,0.0,False,False
1431,opencb/opencga,a98cc7b54b4e3c8c2571f7324f5ce520345871ac,org/opencb/opencga/server/rest/ProjectWSServerTest.java,0.0,False,False
1446,opencb/opencga,d486ff459a8c76fd0ac7805b27d6fd71d72f425d,org/opencb/opencga/analysis/tools/ToolExecutorFactoryTest.java,0.0,False,False
1454,opencb/opencga,d486ff459a8c76fd0ac7805b27d6fd71d72f425d,org/opencb/opencga/analysis/variant/samples/TreeQueryTest.java,0.0,False,False
1459,opencb/opencga,d486ff459a8c76fd0ac7805b27d6fd71d72f425d,org/opencb/opencga/catalog/auth/authorization/AuthorizationManagerTest.java,0.0,False,False
1461,opencb/opencga,d486ff459a8c76fd0ac7805b27d6fd71d72f425d,org/opencb/opencga/catalog/db/mongodb/AuditMongoDBAdaptorTest.java,0.0,False,False
1468,opencb/opencga,d486ff459a8c76fd0ac7805b27d6fd71d72f425d,org/opencb/opencga/catalog/db/mongodb/MongoDBUtilsTest.java,0.0,False,False
1492,opencb/opencga,d486ff459a8c76fd0ac7805b27d6fd71d72f425d,org/opencb/opencga/catalog/db/mongodb/converters/CatalogIndividualToSolrIndividualConverterTest.java,0.0,False,False
1501,opencb/opencga,d486ff459a8c76fd0ac7805b27d6fd71d72f425d,org/opencb/opencga/catalog/utils/JwtUtilsTest.java,0.0,False,False
1512,opencb/opencga,d486ff459a8c76fd0ac7805b27d6fd71d72f425d,org/opencb/opencga/core/common/VersionUtilsTest.java,0.0,False,False
1513,opencb/opencga,d486ff459a8c76fd0ac7805b27d6fd71d72f425d,org/opencb/opencga/core/config/ConfigurationTest.java,0.0,False,False
1529,opencb/opencga,d486ff459a8c76fd0ac7805b27d6fd71d72f425d,org/opencb/opencga/server/rest/StudyWSServerTest.java,0.0,False,False
1533,opencb/opencga,d486ff459a8c76fd0ac7805b27d6fd71d72f425d,org/opencb/opencga/test/manager/DatasetCommandLineGeneratorTest.java,0.0,False,False
1535,opencb/opencga,971883a7bcd3d67b7bd6bbb6805d2ded591d0020,org/opencb/opencga/analysis/file/PostLinkSampleAssociationTest.java,0.0,False,False
1556,opencb/opencga,971883a7bcd3d67b7bd6bbb6805d2ded591d0020,org/opencb/opencga/catalog/db/mongodb/AuditMongoDBAdaptorTest.java,0.0,False,False
1570,opencb/opencga,971883a7bcd3d67b7bd6bbb6805d2ded591d0020,org/opencb/opencga/catalog/io/PosixIOManagerTest.java,0.0,False,False
1581,opencb/opencga,971883a7bcd3d67b7bd6bbb6805d2ded591d0020,org/opencb/opencga/catalog/managers/SampleManagerTest.java,0.0,False,False
1589,opencb/opencga,971883a7bcd3d67b7bd6bbb6805d2ded591d0020,org/opencb/opencga/templates/TemplateEntryIteratorTest.java,0.0,False,False
1615,opencb/opencga,971883a7bcd3d67b7bd6bbb6805d2ded591d0020,org/opencb/opencga/server/generator/writers/ParentClientRestApiWriterTest.java,0.0,False,False
